content,Quality,Service,Shipping,Packing
6346,"Quá tệ, đặt loại này giao loại khác, lừa đảo, sài thì ko đc, bơm bị xì hơi.",,,,0
6350,Móp góc trên bên trái. Không có gì chống sốc,,,,0
6355,"Hàng giao không đúng mẫu, làm biếng đổi trả hàng nên tạm dùng",,,,0
6368,Nói thật đóng gói không nổi một lớp chống xốp hay gì khác ! Để mưa ướt hết sách. Sách dơ rách. Không hiểu nổi ???,,,,0
6383,Rất rất không hài lòng. Mình chọn loại này vì thích màu xanh. Vậy mà giao màu đen. Thấy không được tôn trọng.Khi giao  không đúng theo hình ảnh thì nên hỏi khách hàng có đồng ý hay không.,,,,0
6393,"Tiki cần cải thiện khâu đóng gói, không có bọc chống sốc, lần nào cũng vậy.",,,,0
6397,"Giao sai sản phẩm lần thứ hai.
Mình mua bên VANDO cũng nhiều rồi nhưng ko hiểu sao đơn hàng này giao lần 1 sai, lần 2 đổi trả lại vẫn giao sai làm mình mất nhìu thời gian.
Đang đợi VANDO giao lại lần nữa. Chán thật, đang cần kệ để sử dụng mà cứ như vậy.",,,,0
6428,"nhận đc hàng sách ko có bọc bóng gì cả, chỉ là một hộp cát tông mỏng và đống sách chồng nhau bên trong, lần đầu đặt sách ở shop này mà ko có thiện cảm gì sẽ ko bh ghé lại , làm viẹc ko có tâm gì.",,,,0
6435,"Hàng về không seal, không obi, không podcard, bị df ở góc. Tiki thấy bán hàng như vậy có tâm chưa?",,,,0
6436,"giao hàng nhanh , đặt hàng bên tiki thì 10 lần như ko có lớp chống sốc vừa mở hộp ra ulatr nguyên cái HÌNH XĂM trên cái bìa",,,1,0
6437,"Dùng cũng tạm ổn 
Nhưng gửi nhầm một sp của mình",,,,0
6439,"Sản phẩm đóng gói chưa được cẩn thận, lúc nhận được thì thấy dung dịch bị chảy ra ngoài, thấm ướt cả bọc xốp, nắp chai hình như bị lệch/đóng không chặt.
Mùi khá nồng, công dụng thì chưa rõ lắm chắc phải dùng lâu dài mới biết được.",,,,0
6440,"shop gửi hàng sai, giờ sao nối đây. RJ45 dùng bấm cáp mà",,,,0
6444,tiki đóng gói quá sơ sài . mong tiki khắc phục ạ . tôi thật sự rất thích mua sách ở tiki nhưng đóng gói kiểu này thì chịu :)))),,,,0
6454,"order 3 ngăn shop giao 2 ngăn, hình như cố tình giao nhầm, vì thấy ai cung comment shop giao nhầm",,,,0
6460,"rất thất vọng khi sách giao đến, sách chỉ được đựng trong cái hộp không có miếng trống sốc nào cả nên sách mình đã bị cong như vầy, thật sự rất buồn mặc dù mình biết tiki ít dùng mấy miếng chống sốc",,,,0
6465,"Mình mua sách trên tiki rất nhiều và khá hài lòng . Nhưng lần này thì THẤT VỌNG  thật sự 😞 
THẤT VỌNG vì cách đóng gói và vận chuyển sản phẩm :
- Đóng gói thì SƠ SÀI 
- Bìa cát tông đựng sản phẩm thì cũ , nát 
- Băng dính hộp đựng thì bị bung hết ra ngoài 
- Bên trong còn để mấy miếng bìa cát tông cũ ( cũng k hiểu tác dụng để làm gì ) 
- Mình mua 7 quyển mà bên trong cũng không được bọc , hay có lớp xốp gì cả , bìa hộp đựng thì mỏng nên khi vận chuyển sách có bị móp và bị xước  
 Mình là người rất giữ sách nên nhìn vậy thì rất chán , cảm giác như mua sách lướt vậy , chứ k được mới 100%  

Nói chung lần mua sách này mình cảm thất rất THẤT VỌNG về cách làm việc của tiki . Mong tiki hoàn thiện chỉnh chu hơn trong khâu đóng gói !",,,,0
6501,bảo bản kid mà giao bản thường,,,,0
6505,"Mua về, tháo ra thấy như thế này, rồi sao mà sài cho được???? Đặt biết bao nhiêu lần trên TIKI, lần đầu tiên thấy vọng cực kỳ thấy vọng. CẦN ĐỔI SẢN PHẨM NGAY",,,,0
6510,giao không đúng hàng.... đặt hạt giống mãn đình hồng kép lại giao mãn đình hồng đơn.,,,,0
6511,"(*) Đánh giá không tính điểm
Biết là tiki ship hàng nhanh nhưng mà vỏ ngoài thì bị đè nát đến móp vỏ ở trong_x000D_
Hiện tại máy chưa bị gì. Nhưng hi vọng không ảnh hưởng gì bên trong máy. _x000D_
Mong tiki khắc phục và hỗ trợ bảo hành nếu có vấn đề gì",,,1,0
6512,Sách nhận đc bìa bẩn bẩn tởm tởm. Bên trong ko sao nhưng ngoài bìa bẩn đen k lau đc. Mình rất giữ gìn sách nên khi nhìn vậy ko thể chịu đc! Mình rất bực mình về cách bảo quản sách của Tiki!,,,,0
6513,"Mình rất thất vọng khi nhận được sách, quyển sách có dấu hiệu đã được sử dụng rồi, nhưng vì không muốn đổi đi đổi lại nên mình vẫn nhận sách, nhưng tiki ship cho mình quyển sách ntn là không tôn trọng khách hàng",,,,0
6518,"sản phẩm được đóng gói rất sơ sài, sách bám bụi rất nhiều",,,,0
6535,shop giao thiếu 1 miếng dán nên khung dùng được,,,,0
6540,Cái bìa bị móp dô 1 phần như trong hình nhưng này do bên sản suất nên ko trách shop được còn lại thì đều ok giao nhanh giá rẻ nên mua,,,1,0
6545,Sao lại giao 2 quyển giống nhau,,,,0
6546,"Đặt 2 mà shop chỉ giao có một ruột gối Microfiber, làm ăn ko cẩn thận",,,,0
6561,"Sản phẩm ghi là có tặng bình nước nhưng không có . _x000D_
Lock & lock mà sao kỳ quá.",,,,0
6568,Sách không được bọc kĩ càng bị hỏng mép sách,,,,0
6580,"mua 2 cuốn sách về học, giao nhanh rất tốt, nhưng tiki mai sau đóng gói hàng cần cẩn thẩn hơn, em nhận sách mà bị nhăn góc thì thấy khá bực mình, ko hài lòng, đã thế còn thêm vết mực ở trang bìa",,,1,0
6581,"Không biết tiki có kiểm hàng trước khi đóng gói không, mà khi mới mở hộp mình đã thấy tình trạng vỏ ngoài như thế này. Giấy bên trong bị quăng một mép góc. Trước giờ luôn tin tưởng tiki nên không kiểm tra sản phẩm khi nhận vì sợ shipper đợi lâu, nhưng sau đợt này sẽ xem xét lại. 
Giấy thì tiền nào của đó thôi, rẻ hơn double a4 gần 20 ngàn nên không thể so được.",,,,0
6584,Lần đầu mua sách ở tiki ? có lẽ không phải do bên vận chuyển mà là bên shop cung cấp cho mình sách bị rách thế này ? dù không ảnh hưởng nhiều nma nhìn ngứa mắt lắm ạ vì cả ai nhận đồ mới về tay cũng mong nó nguyên vẹn đó ah ?. Làm ăn cẩn thận hơn giùm ?,,,,0
6603,Truyện thiếu card.nên kiểm tra truyện trước khi nhận a,,,,0
6625,giao sách gị thiếu hàng. giao lại đủ hàng giùm,,,,0
6636,"đặt 1 mẫu thì giao mẫu khác quá thất vọng 
nt hỏi thì không trả lời",,,,0
6637,"Tuy tiki giao hàng nhanh nhưng sách lại bẩn và cũ. Bìa sách thì bị nhũn ra, xung quanh thì lem luốc. Đề nghị tiki kiểm tra và đổi quyển khác. #517686707",,,1,0
6642,"shop lừa đảo
tiki tiếp tay cho shop lừa dối khách hàng, đặt mua cái súng thông cống nhưng gửi cho khách hàng cái gì không biết
bọn mất dậy
mọi người hết sức cảnh giác",,,,0
6666,"Một cuốn sách đáng đọc giữa quá nhiều thông tin sai lệch về cách thanh lọc như hiện nay_x000D_
_x000D_
Lúc mua thì để là có  bookcare nhưng nhận được hàng hơi thất vọng với lớp nilong mỏng manh bên ngoài, để trong 1 cái hộp hơi to mà không có xốp chống sốc.",,,,0
6670,"Đóng gói hàng ẩu tả, sách bị móp góc (phần này do bên kiểm tra chất lượng sản phẩm), dơ hai bên mép (mình nghĩ là phần này do tay người đóng gói sản phẩm). Đáng lẽ ra là mọi cuốn sách mới từ nhà sách đều có màng bọc, nhưng khi các bạn chọn nhà bán hàng Tiki Trading để mua sách và giao vận thì đều bị gỡ ra ?

Nói thẳng dô mặt Tiki là “HÃY THAY ĐỔI CÁCH KIỂM TRA CHẤT LƯỢNG SẢN PHẨM VÀ ĐÓNG GÓI CÓ CHỐNG SỐC CẨN THẬN DÙM TUI”. Đừng để mình phải đem sách tới tận văn phòng của các bạn mà chọi thẳng dô mặt nha, làm ăn tắc trách quá ?

Còn nữa cho mình nhắn tới mấy ông mấy bà đứng đầu khâu kiểm tra và đóng gói. Mấy má cứ suốt ngày để nhân viên hỗ trợ ra chịu trận vậy không biết nhục hở? Làm sai thì toàn đưa mấy bạn hỗ trợ ra hứng đòn, chẳng khác gì “bọn lãnh đạo đứng đầu làm sai xong đổ thừa tại thằng đánh máy vậy”. Lớn rồi, nói ít hiểu nhiều. Mình mà tìm ra ai đứng đầu mấy khâu trên thì nói thiệt, mấy ông mấy bà coi chuẩn bị ăn sách kém chất lượng/sách dơ trừ cơm nha.
Mà mình nghĩ người có trách nhiệm như mấy ông mấy bà ở trên chắc không ăn cơm đâu ?

P/s: Đừng bảo là không có hình đính kèm, xin lỗi cái phần ghi phản hồi này là đã rõ lắm rồi ạ. Còn bắt chụp hình nữa thì mấy cái camera ở chỗ đóng gói hàng của Tiki nên đem bỏ hết vào thùng rác nào gần nhất giúp mình nha ?",,,,0
6677,"Sách mới mua đã bị móp bìa, bẩn và bụi, nhăn, không biết thế naog chứ quyển này mình k thấy có tem, yêu cầu tiki đổi lại cho mình quyển khacs",,,,0
6685,"sách ổn, nhưng tình trạng giao hàng thì kinh khủng. sách không được bỏ trong hộp. hộp ở ngoài rách cả ra, để lộ cả sách bên trong. Yêu cầu có câu trả lời xác đáng.",1,,,0
6691,"Hình như tôi đã bị lừa, giao hàng không đúng số lượng mua 5 giao 2 . Xin Shop xem lại cần có quy tính với khách hàng",,,,0
6693,"Tiki giao hàng trước dự kiến, tuy nhiên đóng gói hàng không tốt đối với sản phẩm đắt tiền. Chỉ có 2 miếng giấy lót trên dưới rất ẩu, mà không có xốp cố định sản phẩm để tránh va đập. Nilon bọc ngoài điện thoại cũng không phải là loại nilon hạn chế va đập, bọc vô cùng sơ sài. Nói chung khá thất vọng về cách đóng gói sản phẩm có giá trị như vậy của Tiki.",,,1,0
6694,"Hàng ship tới hộp đã rách, bìa sách cũng bị rách luôn 👎👎👎",,,,0
6696,"giao nhầm hàng, muốn đổi trả sản phẩm nhé shop",,,,0
6700,thực sự thì sách cũ hay mới thì cũng không quan trọng nhưng mua với giá sách mới lại giao cho mình sách cũ nên cũng hơi thất vọng,,,,0
6706,"không bọc, bữa sau nhớ bọc. mua về chưa đọc",,,,0
6707,"1. Hộp đựng sách to chắc phải gấp 1.5 lần cuốn sách, mà khi gói hàng cũng không buồn cho thêm chút giấy báo hay gì vào trong hạn chế sản phẩm bị va đập._x000D_
2. Lấy sách ra thì như hình.",,,,0
6710,Ghi màu vân gỗ mà lại giao màu trắng,,,,0
6712,"Mua tiki rất nhiều lần mà đóng gói vậy là thấy lần đầu ko lẽ chia tay luôn chứ, nhìn y như kiểu ko tôn trọng khách hàng huống chi này là sách nữa chứ!",,,,0
6714,"Tiki dạo này đóng hàng chán lắm ... Mình bị mấy lần liên tiếp rồi !!!
Hi vọng tiki thay đổi đi ah",,,,0
6717,"Bìa khá dơ, ko biết do đóng gói hay là sách cũ đã đọc rồi. Đóng gói cũng khá sơ sài. Đợt nhận sách này không mấy hài lòng.",,,,0
6724,"GIAO NHẦM SÁCH, YÊU CẦU ĐỔI LẠI ĐÚNG SÁCH TÔI ĐÃ ĐẶT LÀ CUỐN “LỰA CHỌN ĐÚNG QUAN TRỌNG HƠN NỖ LỰC” TRONG VÒNG 2 NGÀY NHÉ. QUÁ THẤT VỌNG.",,,,0
6733,Sách bọc k kĩ nên sách bị hỏng xíu xíu ở đầu,,,,0
6746,ghi là có bookmark khui hàng ra chỉ có quyển sách lừa vừa thôi,,,,0
6748,"không quyển nào được nhà sách Nhã Nam bọc cả, hỏng hết gáy",,,,0
6750,theo cảm nhận sách hơi cũ mót méo  còn vài chỗ bị gấp nếp vận chuyển thì ko cho bọc bảo vệ nên mới vậy  :((((,,,,0
6758,Đặt mua quyển 3 giao quyển 1😡. Làm háo hức chờ đợi bữa giờ.,,,,0
6763,Sao không thấy 2 cây anten vậy shop,,,,0
6764,"Lần đầu tiên mua hàng mà bị thất vọng như vậy.
Mua kệ sách tự lắp mà KHÔNG CÓ ỐC VÍT, KHÔNG CÓ SÁCH HƯỚNG DẪN SỬ DỤNG. 
Thật quá thất vọng!!!",,,,0
6771,Mình đã nhận sách sau 1 ngày đặt nhưng tại sao không được tặng kèm 2 postcard nhỉ?,,,,0
6775,"Nói chung chất lượng ok, đủ dụng cụ. Nhưng sao trong mẫu ko có bong bóng màu đen, mà shop gửi mình toàn bong bóng màu đen ko vậy nè.",,,,0
6782,"Thực sự hài lòng về dịch vụ ship của tiki nhưng cần cải thiện chất lượng sách và bọc. Biết là mua onl sẽ bị trầy dơ,... nên mình mới chọn dịch vụ bookcare thế mà cái bọc còn dơ hơn cái bìa sách bên trong thì bọc làm gì mà không chỉ thế sách bên trong còn bị lỗi nữa chứ",,,1,0
6796,"Về tốc độ giao hàng của tiki: rất nhanh, như tên lửa vậy, không kịp phòng bị luôn.

Về sản phẩm: trên hộp ghi rõ là sản xuất 2020, version 3, nhưng mở thiết bị thì chỉ là version 2, rất là thắc mắc luôn nha shop.

Chất lượng thì để mình dùng rồi feedback, chứ thấy hộp V3 mà sản phẩm V2 là thấy hơi ghê ghê rồi đó.",,,1,0
6802,Má nó mua bkav mà nó gửi cái khác,,,,0
6806,"Sản phẩm ngăn bụi khá tốt, chất lượng ok, tuy nhiên điểm trừ cho khâu đóng gói vì shop bẻ cong làm 3 để đóng gói nên khi mở ra lớp keo bị bong ra khỏi thanh mút và những đoạn bị bẻ cong khong thể định hình lại như cũ.
Nếu shop để nguyên đóng gói thì sản phẩm sẽ tuyệt vời khi sử dụng.",1,,,0
6820,"Giao hàng nhanh
Lần giao hàng này thấy sách không được gói cẩn thận như mọi khi 
Sách có 1 vài chỗ bị xước, dính keo, sách không được mới 100%",,,1,0
6823,"Mình đặt hàng ngày 12/12 và app 9981 mã giảm giá nên nhận được giá hời, rất cám ơn tiki
Tuy nhiên, unbox xong cảm thấy hụt hẫng không hề nhẹ khi sách bị bẩn, cũ, bìa lưng chằng chịt vết xước rất khó hiểu ???
Mình không biết lỗi này đến từ khâu nào, nhưng thực sự mình đã có trải nghiệm mua sắm hơi tệ.
Rất mong tiki cải thiện chất lượng dịch vụ.
Trân trọng.",,,,0
6824,Mình không biết lỗi từ đâu nhưng hộp sách mình nhận mốp méo và sách bên trong thế này. Mình rất quý sách nhưng thế này thì hơi buồn thật đấy Tiki ạ,,,,0
