Unnamed: 0,content,Quality,Service,Shipping,Packing
5618,"Ngày 13.***, Tôi đặt mua 02 quạt tản nhiệt bếp Hồng ngoại 18VĐC-To (SSKU 3811950068432). Ngày 15.2 đã nhận hàng, nhưng lại nhận được 02 loại quạt khác nhau, do đó chỉ lắp được 01 chiếc, chiếc còn lại do dây nguồn ngắn nên lắp không vừa, đề nghị cho đổi lại lấy quạt cùng loại Model: MD-20A.",0,,1,
5619,"Vỏ hộp của tiki còn nguyên, nhưng tem trong  hộp của ổ cứng đã mở. Mua từ shop WD official nhưng nhà bán hàng lại là cty TNHH MTV MKL quốc tế?",0,,,
5620,bình mực ít chỉ có 80g đổ 2lọ mới đày 1 hộp mực.,0,,,
5621,2 cai kep nang chi 200g. Tiki khong kiem tra hang giup khach roi,0,,,
5622,"đèn đã sáng đủ, làm đúng hướng dẫn nhưng ko thể kết nối, xin hỗ trợ",0,,,
5623,"giao không đúng hàng, đặt đồng hồ điện tử lại giao đồng hồ chạy bằng kim",,,,0
5624,"1: phần mềm không có tiếng việt khó dùng cho những người không thạo tiếng anh.
2: phần mềm không có quay số, nhắn tin kiểm tra sim thẻ. chỉ có kết nối và ngắt kết nối. Thành ra dùng sim khi hết kb nó xuống tốc rùa bò mà muốn ứng kb thì không ứng được vì không có mục nhắn tin.
Sim dcom 4g viettel lắp vào máy điện thoại gửi để ứng thì cũng không được.
Quá bất tiện.",0,,,
5625,"Dép đẹp, mềm, đi êm chân nhưng đi trong nhà tắm thì nó bị thấm nước nên dép hầu như lúc nào cũng ướt. Trước đây mình dùng dép nhựa rút nước khô ráo bù lại đi hơi đau chân.",0,,,
5626,"Sáng 1/3 dây, 2/3 còn lại hư led R với B, chỉ còn led G. Link hướng dẩn sử dụng trong tờ giấy đi kèm bị die",0,,,
5627,"K có bọc chỉ có mỗi cái hộp ko thôi_x000D_
Sách như sách cũ rách cả ra nhăn rồi cảm giác sờ vào nó cứ bẩn bẩn_x000D_
Đúng là sách rẻ thật nhg phục vụ k ổn tí nào_x000D_
H tiki còn k cẩn thận với sách bằng shoppee_x000D_
May là đc chú shipper quen bù lại",,,1,0
5628,"Sản phẩm lỏng lẻo, không có hướng dẫn lắp ráp._x000D_
Đóng gói sơ sài._x000D_
Bánh xe ẻo lả yếu._x000D_
Nhìn chung thất vọng.",0,,,0
5629,Về k dùng đc.. liên hệ shop thì k hỗ trợ,0,0,,
5630,"Mới nhận hàng. Vỏ gối cũ kĩ, mặc dù có bọc hút chân không nhưng lại có nhiều vết bẩn như đã sử dụng qua. Thất vọng.",0,,,
5631,"Mua 2 kệ, lau sạch dán keo để 24h keo khô như hướng dẫn, nhưng để đồ lên 30 phút thì đổ bể hết cả 2 kệ. Không khuyến khích dán keo, nên xài đinh vít để chắc chắn hơn, tiếc là mình không có khoan tường để xài đinh vít.",0,,,
5632,Sản phẩm tốt. Nhưng làm ơn đừng để Best giao hàng nữa,1,,0,
5633,Khi cập nhật đầy đủ phần mềm thì bắt đầu lắc tí . Thôi nói chung thì tạm được . Xem như màng hình phụ vậy,0,,,
5634,"tai nghe có mic không dùng được mic.
âm không được tốt lắm
chỉ kết nối được khoảng 3 đến 4 mét
cơ bản chỉ dùng vớ loa, tai nghe thì dùng được. chấp nhận dược với mức giá này",0,,,
5635,"main của tôi ko có cổng cắm rgb, ko có giấy hướng dẫn nắp mua về vứt xó",0,,,
5636,"OK giao hàng nhanh, sản phẩm đẹp",1,,1,
5637,"TIKI *** !!!

Đơn hàng trả góp nhưng TIKI không làm việc với bên Ngân hàng mà vẫn để trả thẳng. Tốn thêm phí trả góp mà không thông báo cho khách hàng.

Đề nghị trả lại phí trả góp!!! 

Lừa đảo người dùng!",,0,,
5638,"Hàng nhận được là Made in China, trong khi quảng cáo trên shop là Japan. Lần đầu tiên sau 3 năm mua trên Tiki bị vậy. Tiki nên có hành động để bảo vệ khách hàng.",0,,,
5639,"đề nghị hoàn tiền trả lại hàng lý do giao thiếu đồ không lắp được, công tác chăm sóc khách hàng quá kem, từ tiki đến nhà sản xuất, thể hiện không chuyên nghiệp, khi khách hàng phản ánh thì chỉ xin lỗi không đưa ra giải pháp nào hiệu quả gọi điện cho nhà SX thì không liên lạc được thật là buồn",0,0,,
5640,"nơi để pin 3A mà thử để pin nào cũng không phù hợp. bàn phím dùng cho Tv box lúc được lúc không. định mua hàng về để dùng bàn phím cho smart phone và ipad nhưng không kết nối được như quảng cáo. khởi động không thấy đèn màu gì hết giống như đang tắt. pin sạc đèn đỏ hiện tối đa 30s là tắt, không biết có sạc được không hay bị lỗi vì sản phẩm không có lời hướng dẫn. mong tiki xem xét đơn hàng để có thể đổi trả theo chính sách khách hàng mà quý công ty đề ra. cám ơn.",0,,,
5641,"Giao hàng không đủ số lượng,bao bì quá tệ 
Dat 100 ma giao có 50, bo tay,lam an k co tâm",,,,0
5642,Chất liệu quá mỏng. Không bám chặt diện tích tiếp túc,0,,,
5643,ko hiểu sao lại bị như vậy đc,0,,,
5644,QC có quà KM nhưng khi đặt mua thì báo hết quà.,,0,,
5645,"Sau khi xài một thời gian thì mình nhận thấy:
- Ưu điểm:
Cây lau sạch, dễ dàng lọc sạch bụi bẩn và tóc. So với cây lau 360 độ thì sạch hơn nhiều, sạch như là lấy khăn lau bằng tay vậy.
Bền hơn so với loại thùng 2 ngăn. Vì không có ốc nên không bị rỉ sét và bung ra.
- Nhược điểm: 
Bản lau khá là nhỏ so với các hãng khác cùng loại nên lau khá tốn sức. Bông lau mình lau cũng rất mau bị rách, và lúc này đi kiếm bông lau thay thế trên thị trường thì rất khó. Đa phần toàn loại 12 × 33cm mà cái này thì lại 10 x 32cm. Mình vẫn chưa tìm ra chỗ để mua nên rất phiền lòng. Bạn nào biết chỉ dùm mình với. 
Chỗ khớp nối giữa cây và bản lau là bằng nhựa, hôm bữa mình lau nó bị bung ra (thân đằng thân, đuôi đằng đuôi) mà may thay dùng keo dính lại được.",1,,,
5646,Cũng tạm chấp nhận đc. Không sắc sảo gi cả,0,,,
5647,"thấy lạ lắm, mình chưa dùng nên chưa buêts",0,,,
5648,Không sử dụng được. Router chính 2-3 vạch bắt bằng điện thoại tuy chậm nhưng vẫn xem được vidio còn bắt qua kích sóng (4 đèn sóng trên kích sáng) thì có mạng nhưng không xem vidio được. Đành đặt mua luôn cục router khác trên tiki. Để nghị trả hàng nhận lại tiền.,0,,,
5649,"mua 3 cuộn 1m5 và 3 cuộn 3m là tổng cộng 6 cuộn mà shop giao thiếu 1 cuộn nha, vì tin tưởng tiki nên ko đồng kiểm hàng với shipper. Cảm thấy thất vọng",0,,,
5650,"qc là găng dai cao su dai nhg nhận dc là găng tay túi bóng thg, mua 10k ngoài hang, phí tiền",0,,,
5651,"tiki treo đầu dê bán thịt chó, rõ ràng là mô tả sản phẩm là dạng bản pro dạng cài, mà gửi hàng lại là dạng kẹp. vui lòng cho đổi trả sản phẩm.",0,,,
5652,"Ghi sai chính sách bảo hành: ghi 5 năm, dán tem bảo hành 3 năm. Không tìm ra được hướng xử lý cho khách hàng, Nói lời xin lỗi suông, KH Phải trả lại hàng. Hoàn trả lại tiền cho khách hàng thì thiếu cả số tiền chênh lệch trả góp với trả thằng, cũng không giả thích cho khách hàng, giải quyết thì lâu. Nói chung mua hàng mà cảm thấy mua cục bực tức vào người, nên chắc cũng suy nghĩ khi mua hàng online trên tiki.",,0,,
5653,Không chắc chắn. Ngồi bị rung lắc,0,,,
5654,đặt lúc sáng tối mới giao chán,,,0,
5655,"Nệm nóng, có mua thêm grap bọc nệm nhưng vẫn nóng",0,,,
5656,"giao sản phẩm không chuẩn
Mua 2 cái mà giao 02 mẫu khác nhau.
Gọi ra phản ánh nhưng trả lời qua loa, không nhiệt tình",,0,,0
5657,"Sản phẩm toàn lỗi, cong queo và keo không dính lâu mặc dù đã vệ sinh chỗ dán cũng như chờ keo khô đế hơn 1 ngày. Tóm lại là không dùng được, đúng của rẻ…. Ở đây chỉ còn vài cái chưa dùng, còn những cái kia đã bị bỏ đi",0,,,
5658,"Giao sp bị lỗi, không kiểm tra hàng trước khi giao KH, làm mất thời gian xử lý.",0,,,
5659,"Về dịch vụ giao hàng và chất lượng sách mình hài lòng.
Mình đã tin tưởng và chọn dịch vụ tặng quà từ Tiki. Đây là món quà mình chọn để tặng bạn trai mình nhân dịp Giáng sinh. 
Với lời nhắn gửi là ngôn ngữ thân thương giữa 2 đứa mình.
Nhưng hôm nay khi mình đến nhà bạn trai, cầm trên tay tấm thiệp. Mình thất vọng hoàn toàn.Tiki đã tự ý dùng ngôn từ khác xa lạ hoàn toàn. Bạn trai mình nhận được mà còn không chắc có phải mình tặng không và phải gọi điện hỏi lại.
Và còn không thể chấp nhận được hơn nữa là lời chúc trong tấm thiệp bị in ngược. 
Mình không up được video lên đây để cho các bạn thấy lời chúc trên tấm thiệp bị in ngược thế nào. 
Quá thất vọng. Đây chắc chắn là lần cuối mình sử dụng dịch vụ tặng quà từ Tiki.",1,,1,
5660,"5 SAO về nội dung. ngưỡng mộ a từ hồi học unica, khóa kinh doanh tinh gọn, nhưng giới thiệu sách cho nhỏ bạn, tự nhiên thấy nó ko mua. ko biết do em quảng bá dở hay gì. nói cho mượn nó cũng ko mượn. a biết tại sao ko??? 
nhỏ đó có đọc sách của thầy Nguyễn Mạnh Hùng & a Lý Quý Trung, nên em nghĩ nó rất thích quyển này. nhưng lại kiên quyết ko mua, ko mượn.
e để 1 sao cho comment nó nổi bật lên & dc a đọc thôi, a hi hi, e thích làm ng khác khó chịu",1,1,,
5661,"Mở hàng ra thấy méo mó thế này, nhìn mất thẩm mỹ quá, thất vọng khâu đóng gói và vận chuyển.Đề nghị đổi hàng mới!",,,,0
5662,"bộ chia không hoạt động ngay khi bóc ra khỏi hộp, đang liên hệ shop để bảo hành",0,,,
5663,"Mình có mua 2 cái bình màu hồng và đen. Cái màu đen nút bật khoá nó bị lỏng, mình có nhờ hoàn đổi lại nhưng nó vẫn như v",0,,,
5664,"hàng như mô tả, giao hàng đúng ngày.
 
đèn không phải loại kẹp nên không hại màn hình. có độ bám. tui nhiên nút bấm hơi bất tiện, khi bấm phải lấy tay giữ đèn.

bấm nguồn 1 lần để mở/tắt. đè nút nguồn để tăng giảm độ ấm. xoay để tăng giảm độ sáng. nút xoay không có điểm dừng, xoay không êm lắm.",0,,1,
5665,"Sách không hay bởi vì đưa ra quá nhiều câu chuyện và nhân vật vào, cách giải quyết vấn đề chung chung không rõ ràng. Đọc vào rất rối mắt.",0,,,
5666,"Đóng gói xấu. _x000D_
Sao cú phải bắt viết nhiều mới được gửi vậy",,,,0
5667,"Mua 4 cuốn chiêm tinh thì dính ngay quyển tarot bị móp, chả nhẽ lại hoàn trả.",,,0,0
5668,Tạm được hoàn thiện chỉ chưa ổn. Bị xúc chỉ phần đỉnh,0,,,
5669,"Mô tả sản phẩm có tặng bông lau, giao hàng thiếu, không giao bù_x000D_
- Tặng voucher để xin lỗi, và hứa giao kèm vào đơn hàng sau nhưng khi đặt hàng xong thì nhắn là tặng voucher để mua bù bông lau từ cửa hàng, chứ không giao bù, trong khi shop không bán lẻ bông lau",,0,,0
5670,"Phải nói sao nhỉ. Mình rất hài lòng về nội dung sách và vc giao hàng nhanh của Tiki nhưng ko chấp nhận được cách gói hàng của Tiki.
Mình có đặt full sgk và bt từ hsk1 đến hết hsk 4 và đc Tiki chia làm 2 gói hàng do sách ở 2 khó khác nhau. Đơn thứ nhất là sgk hsk3 và đơn t2 là các quyển còn lại. 
Mở đơn t1 ra thì mình phát hiện sách của mình đc bọc một lớp màng bọc n màng bọc thực phẩm. Nhưng sách cũng ko móp méo j nên mình cũng bỏ qua.
Nhưng đơn t2 đã khiến mình cực kì khó chịu. 7 trên 8 quyển sách của mình đều bị quăn góc, móp méo và ko đc bảo hộ bằng bất khì giấy gói nào. 
Đây không phải lần đầu tiên mình đánh giá về vấn đề gói hàng của Tiki. Những đơn hàng trc của mình chỉ có 1-2 quyển một đơn và giá trị cũng không quá cao nên mình cũng không quá gay gắt về vấn đề này. Nhưng lần này mình đã thực sự rất khó chịu. Mong Tiki sớm xử lí về vấn đề này sớm nhất có thể.",,,,0
5671,"Hình thì để 1,6g, nhưng đến khi giao hàng lại là goia nhỏ 1g. Mua 2 gói hết 49 ngàn, chưa tính ship, bán giá quá cao, hình sản phẩm lại an gian gói nhỏ!",1,,1,0
5672,Không xuất hoá đơn theo yêu cầu,,0,,
5673,"Mình nhận sách lâu rồi mà giờ mới có thời gian đọc. Chất lượng sách thì oki k có gì để nói, nhưng chất lượng dịch thật sự tệ. Nhiều câu dịch tối nghĩa không hiểu gì, dành thời gian đọc để nghiền ngẫm cũng k hiểu là đang dịch j. K biết bản gốc nội dung có oki k nhỉ",0,,,
5674,Gỗ hơi mỏng nên k chắc chắn. Mua màu trắng nên dễ lộ khuyết điểm. Đinh nên làm ẩn trong gỗ + thêm miếng che sẽ đẹp hơn,0,,,
5675,"sản phẩm thì ok đã nhận, nhưng trong hình ghi 1000Mbgs mà sao gửi có 100Mbgs vậy shop, nhờ shop xem lại",,,,0
5676,Mình mới mở thủ mấy trang thì bị bung hết cả. Đề nghị đổi quyển khách giúp ạ.,0,,,
5677,Đồng ý là giá rẻ sẽ không có nhiều chức năng như quảng cáo nhưng có nt hỏi mà shop cũng k trả lời,0,0,,
5678,mô tả sp bản pro (fighting) nhưng gửi hàng bản Youth. Mất công chờ đợi rồi phải làm thủ tục trả hàng.,0,,,
5679,"Nhà xuất bản trẻ làm ăn bố láo, chuyên có kiểu nửa chừng đổi giấy, ng mua truyện hầu hết là sưu tầm nên khó có thể bỏ k mua tiếp, 45k 1 tập mà chất lượng giấy đéo đáng 20k.",0,,,
5680,Đặt là XPrinter XP 350B mà gửXPrinter XP 365B.  Thấy nhiều bạn cũng bị như mình,,,,0
5681,"Hình như cuốn sách này chỉ chia sẻ về hiện tượng Thiên nga đen thôi ấy, chỉ một hiện tượng nhưng dẫn chứng các câu chuyện để chứng minh rằng đây là hiện tượng thiên nga đen, hiện tượng thiên nga đen là có thật. Tại vì sách có vài phần kinh tế, mà lĩnh vực kinh tế không thuộc sở thích của mình nên mình đọc cảm thấy hơi khó nuốt. Mình chỉ mới đọc gần nửa cuốn thôi nhưng ngoài các câu chuyện có hiện tượng này thì mình không thấy các kiến thức hữu ích nào khác.",0,,,
